Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
1, 60, 13, 10/14/2019,15.0,," 8,141",reviews,"Harry P., Draco M.",Humor,French,K,https://www.fanfiction.net/s/13409600/1/Wait-What-He-s-your-what,"Pansy pensait que son patron, Draco Malfoy, était arrogant. Certes, il était magnifique et riche, mais invivable. Blaise, Ron et tout le reste de l'équipe était bien évidement de son avis. Mais connaissent-ils aussi bien leurs patron qu'ils le pensaient ? POV Outsider, Muggle!AU (Juste un petit OS en attendant la prochaine grande fiction !)","Wait, What ! He's your what ?",10-2019,
1, 23, 7, 10/13/2019,15.0,," 2,260",reviews,"[Peter P., James P., Lily Evans P.]",Romance/Angst,English,K+,https://www.fanfiction.net/s/13409547/1/Girl-Crush,"Lily acted like she loved Peter like she loved the others. That was the worst part, because no one could ever love him.",Girl Crush,10-2019,"Peter P., James P., Lily Evans P."
4, 10, 32, 10/13/2019,7.0, 11/4/2019," 9,661",DirtyCavePainter,"Harry P., Hermione G., Draco M.",Mystery/Crime,English,M,https://www.fanfiction.net/s/13409521/1/A-Fool-s-Game,Someone in the Wizarding World is killing people without a trace. Hermione Granger and Draco Malfoy get caught up in a game of wits with a mysterious force. Will they win the game or will they end up as pawns in this fool's game?,A Fool's Game,10-2019,
1, 48, 11, 10/13/2019,14.0,," 4,436",reviews,"Harry P., Sirius B.",Family/Humor,French,T,https://www.fanfiction.net/s/13409519/1/Sirius-en-a-marre-de-vos-conseils-parentaux,"UA. Traduction de Lomonaaeren. Sirius a décidé de rester et d'élever Harry au lieu de poursuivre Peter. Il en juste vraiment, vraiment rare que tout le monde lui dise comment il doit s'y prendre avec son filleul. OS.",Sirius en a marre de vos conseils parentaux,10-2019,
1,,, 10/13/2019,,," 2,443",Hippogriff Tannen,OC,Crime/Drama,English,M,https://www.fanfiction.net/s/13409516/1/To-Live-and-Die-in-Hogsmeade,"Fresh out of Azkaban and hunted by an old colleague, career criminal Ellis Casper reluctantly agrees to help a pair of small-time con men pull off one last score. Explores the criminal underworld of the Harry Potter universe.",To Live and Die in Hogsmeade,10-2019,
1, 17, 20, 10/13/2019,3.0,," 2,160",reviews,"Harry P., Daphne G., Tracey D., N. Tonks",Humor,English,T,https://www.fanfiction.net/s/13409514/1/Harry-Potter-and-his-Op-Journey,My take on the Op Harry Potter fanfic ..not meant to be take seriously but still have a good story .,Harry Potter and his Op Journey,10-2019,
4, 194, 294, 10/13/2019,27.0, 11/1/2019," 10,654",TheTrueBlack,"[Bellatrix L., Harry P.]",Adventure/Romance,English,M,https://www.fanfiction.net/s/13409488/1/Protect-Your-Blood,"This story takes place during the Marauder Era. The Eldest child of Orion and Walburga Black is Hadrian Arcturus Black, He must protect his brothers Regulus and Sirius as well the rest of his family to ensure they survive the coming onslaught of Lord Voldemort’s radicalism. Powerful/OP! Harry",Protect Your Blood,10-2019,"Bellatrix L., Harry P."
1, 5, 7, 10/13/2019,6.0,," 2,235",reviews,,Fantasy,English,T,https://www.fanfiction.net/s/13409466/1/What-if-James-and-Lily-Potter-survived,It's the night that Voldemort is coming to kill Harry but at the last minute they get warning that he is coming and get out of the house alive...,What if James and Lily Potter survived,10-2019,
1, 1,, 10/13/2019,,, 488,allthewaytothegraveyard,"Lily Evans P., Sorting Hat, Marauders",,English,K,https://www.fanfiction.net/s/13409442/1/Gryffindor,The Sorting of five new Gryffindors in the year 1971 at Hogwarts School of Witchcraft and Wizardry,Gryffindor!,10-2019,
1, 51, 41, 10/13/2019,7.0,," 1,587",reviews,"[Draco M., Hermione G.]",Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13409424/1/Chasing-All-Those-Stars,"Draco knows who his soulmate is, but he figures he's the last person she wants to see. Two years after the war, Hermione shows him just how wrong he was. Dramione soulmate!au. For Lyrrie.",Chasing All Those Stars,10-2019,"Draco M., Hermione G."
4, 20, 47, 10/13/2019,11.0, 10/18/2019," 8,508",nickahontas,"Harry P., Sirius B., Luna L., Theodore N.",Drama,English,M,https://www.fanfiction.net/s/13409418/1/The-Time-of-Ravens,"A girl crashes into Flitwick's 1977 NEWT level charms class, clutching a dead body to her chest. Who is Holly Potter? Why does she look so much like James? And why does she reek of dark magic? Dumbledore and two advisors travel into the Pensieve and witness a life of family and war. (Harry has a Ravenclaw twin. Pairings change as the characters grow. Not too much bashing.)",The Time of Ravens,10-2019,
1, 19, 7, 10/13/2019,9.0,," 10,873",reviews,"Harry P., Hermione G., Viktor K.",,English,T,https://www.fanfiction.net/s/13409409/1/Harry-s-Heavy-Heart-A-Viktor-Hermione-Short-Romance,"After the tumultuous events of 4th year, the last thing Harry expected was to find out his best friend Hermione would be spending the summer with Viktor Krum. And when he has to face that head-on when arriving at Grimmauld Place, he finally comes to realize something about his feelings ...",Harry's Heavy Heart - A Viktor Hermione Short Romance,10-2019,
1, 2,, 10/13/2019,1.0,, 798,reviews,"Ginny W., Tom R. Jr.",Horror/Angst,English,T,https://www.fanfiction.net/s/13409402/1/Black-Book-of-Misery,"They said he was gone, destroyed. That evil, black book she had poured her heart and soul into could do no more damage. But Ginny soon realizes, that while the book may be gone, Riddle never will be. Some marks you can never be rid of. Ginny's train ride to Hogwarts is interrupted when a Dementor, looking for Sirius Black, attacks her. Short, dark one shot.",Black Book of Misery,10-2019,
1,,, 10/13/2019,2.0,," 1,892",reviews,"Sirius B., Remus L., James P., Peter P.",Adventure/Fantasy,Spanish,T,https://www.fanfiction.net/s/13409329/1/A%C3%B1os-Merodeadores,Esta historia cuenta la vida de los merodeadores durante sus años de colegio. Todos tendrán momentos importantes pero el personaje principal es Sirius Black.,Años Merodeadores,10-2019,
2, 23, 72, 10/13/2019,6.0, 10/21/2019," 6,871",RiddikulousRay,"[Hermione G., Blaise Z.] Harry P., Draco M.",Supernatural/Romance,English,M,https://www.fanfiction.net/s/13409323/1/Transcendence,"After many years away, Hermione is back in England, but it is not a friendly visit. Teaming up with the ministry, she must race against time to solve one of the most dangerous mysteries to ever plague the Wizarding World. Ruined relationships and past friends are the least of her worries, especially when she has her own band of Slytherins to fight right by her side.",Transcendence,10-2019,"Hermione G., Blaise Z."
1, 2, 1, 10/13/2019,,," 2,275",Ayumi Fubuki,"Rowan K., Jacob's sibling",Adventure/Mystery,French,K+,https://www.fanfiction.net/s/13409303/1/Les-aventures-de-Maya-tout-commence,"Comme toutes les sorcières de son age,Maya entame sa 1ère année à Poudlard. Entre les cours de potions magiques et les rencontres insolites elle n'a pas le temps de s'ennuyer. Mais les ombres de la disparition de son frère et des caves maudites planent sur scolarité. Pour retrouver son frère, Maya devra ,elle aussi, emprunter des chemins interdits. Basé sur le jeu Hogwarts Mystery.",Les aventures de Maya: tout commence,10-2019,
1, 2, 1, 10/13/2019,1.0,," 2,710",reviews,"Lily Evans P., Severus S.",Tragedy/Romance,English,T,https://www.fanfiction.net/s/13409295/1/Set-Fire-to-the-Rain,"Lily Evans says goodbye to the boy she grew up with. Not all things are meant to last as she sets fire to the rain and turns her back on the past. ""She wanted to turn around and apologise, to hug him, to kiss him, to leave some trace of sweetness in their goodbye, but her body decided otherwise.""",Set Fire to the Rain,10-2019,
2, 29, 63, 10/13/2019,5.0, 10/15/2019," 4,441",Gojirahkiin,"Harry P., OC, Dobby",Adventure/Horror,English,T,https://www.fanfiction.net/s/13409290/1/Harry-Potter-the-Powers-Beyond,"Powers - classified as such instead of gods because wizards dislike feeling small - are transcosmic beings. Which is to say they are not confined to our universe or any of the existing parallel ones. Rather, they each possess their own plane from which they can observe and meddle with others as they see fit. Harry Potter, in a moment of desperation calls on any of them for help.",Harry Potter & the Powers Beyond,10-2019,
3, 16, 21, 10/13/2019,5.0, 10/17/2019," 3,470",Rosie Moriarty,"Harry P., Draco M.",Humor/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13409289/1/Reparations,"After the War, Harry returns to Hogwarts for an eighth year. However, he has to deal with some after effects of the War, his feelings for Draco Malfoy and the fact that strange things are continuing to happen at Hogwarts. Drarry fluff.",Reparations,10-2019,
1,,, 10/13/2019,1.0,, 86,reviews,,Friendship,French,T,https://www.fanfiction.net/s/13409253/1/Rercherche-Fanfiction-Harry-maltraiter-adopter-par-Sirius,"Bonjour , je recherche une Fanfiction oú Harry est maltraiter est adopter par Sirius. Il peut être accompagner de Remus mais pas en couple ... Je trouve cela irréaliste. - pour plus d’infos",Rercherche Fanfiction : Harry maltraiter adopter par Sirius,10-2019,
1, 24, 9, 10/13/2019,6.0,," 8,713",reviews,"Harry P., Sirius B., James P., Lily Evans P.",Family,English,K+,https://www.fanfiction.net/s/13409194/1/Captured-Memories,"While going through Remus Lupin's things, Harry finds an old video tape left behind from his father. Based on the drawings of blvnk.",Captured Memories,10-2019,
1, 2, 1, 10/13/2019,1.0,," 2,447",reviews,"[Albus S. P., OC]",Family/Romance,English,K+,https://www.fanfiction.net/s/13409177/1/Sealed-Fate,"Sometimes, fate has a way of doing what is needed. Even if it seems like everything has been messed up. And Albus has learned to just go with it.",Sealed Fate,10-2019,"Albus S. P., OC"
3, 3, 8, 10/13/2019,5.0, 10/22/2019," 7,864",JackNietzsche,"Hermione G., Severus S., Albus D., OC",Drama/Romance,French,M,https://www.fanfiction.net/s/13409172/1/Les-Loyaut%C3%A9s-You-had-a-Promise,"""Mais tu es déjà à genoux, Severus. Fais comme tu as toujours fais. Sois lâche. Abandonne. Tu n'es plus à une loyauté fourvoyée près."" Dans la nuit, il y a vingt ans, il avait fait une promesse. Ne l'a pas tenu. C'est sans compter sur un fin stratège du nom d'Albus prêt à tout pour remporter cette guerre. Quitte à employer un peuple dénué de toute pitié. Ainsi que sa Némésis...",Les Loyautés (You had a Promise),10-2019,
1, 4, 1, 10/13/2019,2.0,," 1,169",reviews,"[Ginny W., Harry P.] Albus S. P., Lily Luna P.",Angst/Hurt/Comfort,English,K+,https://www.fanfiction.net/s/13409168/1/No-Luck-or-Love,Albus can't stay in the house another minute and there's someone who wants to comfort him. HPCC Post-Blanket Scene.,No Luck or Love,10-2019,"Ginny W., Harry P."
1, 1, 3, 10/13/2019,,, 957,saddestboi,,Drama/Romance,English,M,https://www.fanfiction.net/s/13409156/1/Way-Back-When,"When Harry turns up on Draco's doorstep one night, old feelings might just surface again. ll 19 years later.",Way Back When,10-2019,
2, 22, 27, 10/13/2019,13.0,," 4,593",sara-nadia,"[Hermione G., Fleur D.] Harry P.",Romance/Drama,Spanish,M,https://www.fanfiction.net/s/13409153/1/Reinicio,"Traicionados por su mejor amigo, y la muerte de su pareja Hermione y Harry se dan cuenta que ya no les importa nada sobre su vida, y que el mundo mágico puede irse al infierno.",Reinicio,10-2019,"Hermione G., Fleur D."
5,,, 10/13/2019,, 11/30/2019," 16,231",UtaoNyan,,Parody/Humor,Spanish,T,https://www.fanfiction.net/s/13409142/1/Hanjamon-y-el-jam%C3%B3n-filosofal,"Es una parodia de Harry potter hecha a mi medida , hice lo mejor que pude para hacerlos reir , Hanjamon es un streamer de twitch que es amigo mio además la mitad de los personaje son gente que se suelen pasar por el canal me disculpo de antemano si no entienden algunos chiste es cosas que se han dado , hablado o jugado en el canal . Igualmente os invito a pasar a verle :3 3",Hanjamon y el jamón filosofal,10-2019,
5, 456, 578, 10/13/2019,135.0, 11/4/2019," 16,818",JustBored21,,Adventure/Romance,English,M,https://www.fanfiction.net/s/13409135/1/Harry-Potter-and-the-King-of-the-Marauders,"Harry Potter, master of death, is reborn as the twin brother of James Potter. Join him as he changes the future for the better, not just for his brother, but also for wizarding Britain. No making friends with Snape or Wormtail, Harry will be paired with one of or all three of the black sisters, decided after first chapter. Dumbledore bashing, powerful/god-like Harry.",Harry Potter and the King of the Marauders,10-2019,
5,, 2, 10/13/2019,, 11/13/2019," 6,965",coniurationum,"Sirius B., James P., Lily Evans P., Regulus B.",,Polish,K,https://www.fanfiction.net/s/13409118/1/Wszyscy-zab%C5%82%C4%85dzili%C5%9Bmy,"Walczyli głównie sami ze sobą. Ale nikt nie miał prawa tego oceniać. ﾟ Są także dwa słowa-klucze i każdy dobrze to wie, jak trudno przed nimi uciec. Wybieraj: tak albo nie.",Wszyscy zabłądziliśmy,10-2019,
1, 6,, 10/13/2019,4.0,," 1,828",reviews,"[Astoria G., Draco M.]",Angst,English,K+,https://www.fanfiction.net/s/13409066/1/Dramatic-Packing,Draco has a flair for the dramatics,Dramatic Packing,10-2019,"Astoria G., Draco M."
3, 7, 15, 10/13/2019,6.0, 12/22/2019," 14,621",Irene Disldoe,"Voldemort, OC",Drama/Adventure,French,M,https://www.fanfiction.net/s/13409063/1/Hydra-Malfoy,"Hydra était aux Malfoy ce que Sirius était aux Black. Déterminée à suivre sa propre voie, la jeune fille se détourne de celle tracée par sa famille, quitte à défier cette dernière et à s'allier au camp adverse. Du moins, jusqu'à ce qu'elle attire l'attention du Seigneur des Ténèbres... L'intérêt d'un Mage Noir n'est jamais à prendre à la légère...",Hydra Malfoy,10-2019,
2, 51, 81, 10/13/2019,13.0, 11/10/2019," 28,067",marauders4evr,"Harry P., Regulus B., Dudley D.",Family,English,T,https://www.fanfiction.net/s/13409059/1/Lilypad-Year-One,"On 31 July 1991, Harry Potter adopted a cat and Dudley Dursley saved it. Neither child expected that the cat would adopt and save them, in turn. Yet, that is exactly what Regulus Black does, transforming his appearance, his life, and their world. The family grows closer, stronger, and greater, by the day. For anyone who needs a home is welcome at The Lilypad.",Lilypad: Year One,10-2019,
1, 3, 5, 10/13/2019,2.0,," 2,484",reviews,"Hermione G., Fred W.",Romance,Spanish,K+,https://www.fanfiction.net/s/13409057/1/La-diferencia,¿Cómo lo hace? Ni siquiera Ginny acierta todas las veces. Entonces ¿cómo logra Hermione distinguirlos todas las veces? ¿Qué es lo que está viendo ella en ellos?,La diferencia,10-2019,
5, 7, 14, 10/13/2019,8.0, 12/11/2019," 48,198",RedFaether,"Harry P., Sirius B., Fleur D., Regulus B.",Angst/Family,French,M,https://www.fanfiction.net/s/13409041/1/Le-Chagrin-et-la-Piti%C3%A9,"1995. Regulus Black fait irruption dans la cuisine du 12, Square Grimmaud. 2003 : Même l'herbe ne parvient plus à pousser sur la terre brûlée du Royaume Uni. ""Il n'y a pas d'après guerre"". Les paroles funestes résonnent dans l'esprit d'Harry. Il n'y a pas d'après-guerre, et l'espoir s'enfuit de la boîte de Pandore.",Le Chagrin et la Pitié,10-2019,
43, 156, 100, 10/13/2019,185.0, 11/9/2019," 220,858",Queen of the Northern Lights,,Drama/Romance,English,M,https://www.fanfiction.net/s/13409040/1/A-Stitch-in-Time,"A brief moment is all it takes to change the course of history. When a split second decision sends ripples that threaten to drown the magical world, Hermione must find the courage to carry on when all hope is lost. With her friends gone, Hermione must rely on unlikely allies to right the wrongs of her past. Hermione X Regulus. Multiple pairings. Time travel AU. Complete.",A Stitch in Time,10-2019,
