Chapters,Favs,Follows,Published,Reviews,Updated,Words,Author,Characters,Genre,Language,Rating,Story_link,Synopsis,Title,Pairing
1,33,9,2019-11-10,12.0,2019-11-10,5167,Wrong author,"HarryP.,NevilleL.",Family,French,K,https://www.fanfiction.net/s/13429538/1/Et-si-Harry-avait-cherch%C3%A9-version-courte,OS. Harry est à l'infirmerie à la fin de sa première année. Il réalise qu'il y a plein de choses qu'il ne sait pas sur sa famille et le monde magique. Peut-être qu'on lui a menti. Que faire ?,Et si Harry avait cherché (version courte),No specified pairings
1,4,1,2019-11-10,4.0,2019-11-10,9785,Wrong author,"RonW.,LunaL.",Romance,English,T,https://www.fanfiction.net/s/13429532/1/So-very-beautiful,Luna has a crush on Ron Weasley. Ron is oblivious. Ginny is in between.,So very beautiful,No specified pairings
3,22,29,2019-11-10,20.0,11/24/2019,37007,Chlo97,"HermioneG.,DracoM.",Romance,French,M,https://www.fanfiction.net/s/13429528/1/Minist%C3%A8re-de-la-magie-72%C3%A8me-%C3%A9tage-D%C3%A9partement-de-la-Justice-Magique,"Au 72ème étage du ministère de la magie, au département de la Justice Magique, un jeune homme se languit d'amour pour une lionne fougueuse. Drago Malefoy ne cesse d'observer Hermione Granger. Elle l'a ensorcelé et lui, il ne pouvait que crever d'amour pour elle. Mais tant pis, si ça permettait son bonheur à elle, il voulait bien endurer la pire des souffrances. HGDM.","Ministère de la magie, 72ème étage, Département de la Justice Magique",No specified pairings
6,24,50,2019-11-10,8.0,2019-11-10,26753,ivy-damaris,"SiriusB.,OCHarryP.",Romance/Drama,English,T,https://www.fanfiction.net/s/13429512/1/Eva-Marlowe,"Number 12 Grimmauld Place...? She should know the address. Somewhere in the back of her alcohol abused brain she knows this address... Eva Marlowe joins the Order after staying away for fourteen years and finds out the most devestating truth of them all; Sirius Black is innocent... SB/OC Chapter3: ""You didn't care who scratched your itch as long as it was a Black, right?""",Eva Marlowe,"Sirius B., OC"
1,37,57,2019-11-10,4.0,2019-11-10,5204,Wrong author,"HarryP.,HermioneG.",Romance/Adventure,English,M,https://www.fanfiction.net/s/13429502/1/Blending-of-Souls,"Nobody told Harry that dying and losing part of your sould would leave such a mssive hole behind, even if it was Voldemort's. And nobody told him that killing Voldemort was just a step for much harder to reach target.",Blending of Souls,"Harry P., Hermione G."
1,1,0,2019-11-10,3.0,2019-11-10,3233,Wrong author,"DracoM.,ColinC.",Romance/Angst,French,M,https://www.fanfiction.net/s/13429474/1/I-ll-go-disappear,Disparaître est la seule chose qu'il désire le plus au monde. L'aimer est tout ce à quoi il veut dédier sa vie. UA Soulmates Draco x Colin,I'll go disappear,"Draco M., Colin C."
12,4,5,2019-11-10,1.0,12/28/2019,3710,Lady Phoenix AL,Unspecified Characters,Family/Friendship,English,T,https://www.fanfiction.net/s/13429451/1/For-the-greater-good,Kind of a sequel to To the grave it involves Harry's generation.,For the greater good,No specified pairings
1,1,0,2019-11-09,0.0,2019-11-09,1302,YugiohOriginalFan4Life,Unspecified Characters,Tragedy/Angst,English,T,https://www.fanfiction.net/s/13429421/1/A-Nightmare-To-Reflect-Upon,Harry reflects on his dreams about Cedric Diggory's death and the Graveyard. Set post Goblet Of Fire. Set in Harry POV.,A Nightmare To Reflect Upon,No specified pairings
1,107,45,2019-11-09,15.0,2019-11-09,2000,Wrong author,HarryP.,Parody/Humor,English,T,https://www.fanfiction.net/s/13429397/1/Expellitournamentus,"Supposedly, the Disarming Charm is Harry's signature spell. So what if he used it to take on the Triwizard Tournament? [Oneshot. Pure crackfic.]",Expellitournamentus!,No specified pairings
1,2,8,2019-11-09,1.0,2019-11-09,839,Wrong author,"CedricD.,OCHarryP.,HermioneG.",Fantasy/Adventure,English,K+,https://www.fanfiction.net/s/13429394/1/Freesia,"Dear Readers this is no the story you know... ... well yeah maybe it is. However did you know that the Evans had another child, a son called Florian who was as close to Lily as possible. he and his family watch out for Harry ensuring that he grows up in a happy, safe (ish) environment. Set in first year (philosophers stone) and beyond",Freesia,"Cedric D., OC"
1,6,3,2019-11-09,2.0,2019-11-09,2266,Wrong author,"DaphneG.,Death",Tragedy/Horror,English,T,https://www.fanfiction.net/s/13429384/1/Let-Her-Rest,Why does Daphne Greengrass keep dying?,Let Her Rest,No specified pairings
1,2,4,2019-11-09,0.0,2019-11-09,1416,Vinny11,Unspecified Characters,Hurt/Comfort/Drama,English,M,https://www.fanfiction.net/s/13429376/1/No-Happy-Ending,"After the War , many challenges still remain, one of them? A marriage contract bound for the Weasley Family. How will the Family deal with that? and what would life throw at the Golden Trio",No Happy Ending,No specified pairings
1,0,3,2019-11-09,2.0,2019-11-09,2203,Wrong author,"RemusL.,LilyEvansP.JamesP.,SiriusB.",Friendship/Humor,English,K,https://www.fanfiction.net/s/13429348/1/Fast-Friends,"[Modern University AU] Lily has been at this University for only a few days, but she finds herself running behind her new friend Remus Lupin, running away from something... [Remus Lupin & Lily Potter, James Potter & Sirius Black]",Fast Friends,"Remus L., Lily Evans P."
3,21,45,2019-11-09,4.0,2019-11-09,10052,RedxMoonxRose,"HarryP.,OC",Family/Adventure,English,M,https://www.fanfiction.net/s/13429290/1/Modus-Vivendi,"Only a fool knowingly allows the Sword of Damocles to hang over their head. She is reincarnated, as Evelyn Potter, and decides to make the best of it. Armed with the memories of the world from her past life and powers that none would expect she sets out to stop Voldemort and change the Wizarding World before he can get his grubby, immortal hands on her little brother.",Modus Vivendi,No specified pairings
1,7,1,2019-11-09,1.0,2019-11-09,437,Wrong author,"FredW.,HermioneG.",Romance,English,K+,https://www.fanfiction.net/s/13429261/1/Yours-in-the-morning,Annoying voices in the morning!,Yours in the morning,"Fred W., Hermione G."
1,3,4,2019-11-09,1.0,2019-11-09,1013,Wrong author,"JamesP.,LilyEvansP.",Fantasy,English,M,https://www.fanfiction.net/s/13429256/1/The-Death-of-Lilly-and-James-Potter,A Scene showing the Death of Lilly and James Potter at the hight of the Second Wizarding War Set between Chapters 94 and 95 of Silver Vixen (I'm also open to writing future Fleur/Harry scenes if you want to PM me for requests),The Death of Lilly and James Potter,No specified pairings
10,10,12,2019-11-09,1.0,2019-11-09,12027,LevicxrpusDramione,"HermioneG.,DracoM.,RonW.,HarryP.",Romance/Drama,English,T,https://www.fanfiction.net/s/13429240/1/To-all-the-boys-this-witch-has-loved-before,Hermione has five letters. Each letter is about a crush. Each letter is full of secrets. She doesnt actually give them to people. She just keeps them to contain her feelings. i mean who likes Hermione Granger?,To all the boys this witch has loved before,No specified pairings
7,5,17,2019-11-09,0.0,2019-11-09,9516,Shaila.H,"DracoM.,HermioneG.HarryP.,RonW.",Romance/Hurt/Comfort,English,M,https://www.fanfiction.net/s/13429195/1/Promises,"Life has a tendency to play with Hermione. She always takes batter decisions for others. But when it is for her life, she always makes mistake. Will she be able to solve her own mistakes?",Promises,"Draco M., Hermione G."
8,67,130,2019-11-09,23.0,2019-11-09,21160,blacksbear,"HermioneG.,SiriusB.Marauders",Romance/Drama,English,T,https://www.fanfiction.net/s/13429177/1/the-little-fox,"Hermione Jean Granger had a million problems, but none of them compared to the one called Sirius Orion Black. Marauder's Era AU.",the little fox,"Hermione G., Sirius B."
1,5,1,2019-11-09,6.0,2019-11-09,4046,Wrong author,"HarryP.,SiriusB.,RegulusB.",Hurt/Comfort/Family,English,K,https://www.fanfiction.net/s/13429160/1/ATOTB-October-1986,"AU. Dragon pox, fluff, and a mean nurse.",ATOTB: October 1986,No specified pairings
26,9,10,2019-11-09,2.0,2019-11-09,21492,DaCatOfAdventure,"HarryP.,OC",Adventure/Friendship,English,T,https://www.fanfiction.net/s/13429153/1/Another-Day,"Mira is not a normal child, but she never knew her life would be this strange! And what does the neighbor have to do with this? (Draco will appear EVENTUALLY, maybe even in a different part of the series)",Another Day,No specified pairings
10,2,5,2019-11-09,1.0,12/29/2019,35280,PlumedeSorbier,"HarryP.,HermioneG.,DracoM.,FredW.",Romance/Drama,French,T,https://www.fanfiction.net/s/13429132/1/Les-hauts-et-les-bas,"Nouvelle épreuve pour Hermione qui décide d'oublier le problème et de ne pas laisser cet incident la détruire pour autant. Cette année amène d'autres problèmes, la noirceur et les secrets sont omniscients. Mais est-ce qu'en réalité, toute cette souffrance ne se résume pas un cœur brisé ? A une adolescence torturée ? Poudlard va vivre de nouvelles aventures encore une fois.",Les hauts et les bas,No specified pairings
10,165,336,2019-11-09,147.0,2019-11-09,48933,Ciule,"HermioneG.,SeverusS.",Romance/Angst,English,M,https://www.fanfiction.net/s/13429084/1/Headmaster-s-Wife,"He drawled in his deep voice: ""This is a Portkey through time. It returns in one hour. Remember, what happens in the past, has already happened."" SS/HG, explicit.",Headmaster's Wife,No specified pairings
15,2,2,2019-11-09,0.0,2019-11-09,41206,shortiegirlie1016,"DracoM.,OC,FredW.",Friendship/Romance,English,T,https://www.fanfiction.net/s/13429079/1/The-Magic-Circle-The-Forgotten-Witches,Two fourteen American girls who have been best friends since a young age have discovered something more to their lives on Halloween night. When Tammie Allen decides to stay at her best friend Melinda Sawyer's house for a Halloween movie marathon and candy things take a turn sudden turn when a mysterious fog washed over the house and causes everything to appear frozen. Upon some c,The Magic Circle: The Forgotten Witches,No specified pairings
9,0,0,2019-11-09,0.0,2019-11-09,15149,AGreatUnkindness,"RemusL.,AlastorM.,DorcasM.",Drama,English,M,https://www.fanfiction.net/s/13429039/1/The-First-Order,A history of the first Order of the Phoenix and the death of Auror Dorcas Meadowes. OC's and book canon spoilers.,The First Order,No specified pairings
1,23,7,2019-11-09,1.0,2019-11-09,5092,Wrong author,"HenryP.,DracoM.RonW.,HermioneG.",Hurt/Comfort/Romance,English,M,https://www.fanfiction.net/s/13429032/1/Red,"It starts as a fight, but somehow turns into Harry shoving his cock into Draco's mouth. From then on, it's purely physical between them, but as years pass by, things start to change. Trigger warnings for BDSM, panic attacks and suicidal thoughts.",Red,"Henry P., Draco M."
3,2,4,2019-11-09,1.0,11/11/2019,1075,Les Kinagies,Unspecified Characters,Unspecified Genre,French,K,https://www.fanfiction.net/s/13429031/1/Le-Mot-du-Jour,"[Ange Phoenix] Il n'y a pas de personnage, de situation, de lieu ou je ne sais quoi de central. Il y a juste des mots, des mots qui inspirent des phrases, des phrases qui inspirent une histoire... Et une auteur qui souhaite vous les faire connaître. [Un drabble par jour]",Le Mot du Jour,No specified pairings
1,2,3,2019-11-09,1.0,2019-11-09,1376,Wrong author,"HarryP.,HermioneG.,ChoC.,NevilleL.",Adventure/Romance,English,K,https://www.fanfiction.net/s/13429014/1/HARRY-POTTER-AND-THE-VEIL-OF-DEATH,"Harry Potter, the Boy who Lived, the Chosen One, Master of the Elder Wand has become a Legend. His life has reached great heights, but only after a hidden conspiracy was uncovered by his friend Hermione. Harry is now a husband, a father, and renowned Auror and England Quidditch player. But the plot thickens as events evolve as does Magic itself...",HARRY POTTER AND THE VEIL OF DEATH,No specified pairings
1,2,0,2019-11-09,4.0,2019-11-09,3361,Wrong author,"HarryP.,N.Tonks,Jacobssibling",Friendship/Tragedy,English,T,https://www.fanfiction.net/s/13428984/1/Who-Knew,"In the middle of investigating the Calamity, a veteran auror encounters a familiar face. Books/movies/Hogwarts Mystery/Wizards Unite mashup",Who Knew?,No specified pairings
7,13,62,2019-11-09,23.0,12/29/2019,15822,Dr. Hermione,"HermioneG.,SeverusS.,EileenP.,TobiasS.",Drama/Romance,English,M,https://www.fanfiction.net/s/13428965/1/Severus-Snape-and-the-Somewhat-Useless-Genie,"Young Severus Snape finds a magic lamp complete with genie, but he can't get the wishes he really wants. Also, the wishes he does get seem to take forever and a day to come true. This will eventually be a romance, but there's a fair bit of drama before we get there! Eventual SS/HG.",Severus Snape and the Somewhat Useless Genie,No specified pairings
1,0,0,2019-11-09,0.0,2019-11-09,89,Hinata7,"HarryP.,SeverusS.",Hurt/Comfort/Friendship,English,T,https://www.fanfiction.net/s/13428945/1/A-Troubled-Wave,Just something I thought of while listening to to an asmr video.,A Troubled Wave,No specified pairings
2,1,4,2019-11-09,0.0,2019-11-09,3789,Potatis02,"HarryP.,RonW.,HermioneG.,OC",Unspecified Genre,English,T,https://www.fanfiction.net/s/13428944/1/The-One,"Tilda has always known that she was different from the rest of the children in the orphanage, she could do things they couldn't and she could hear things they couldn't. She's a witch and she's going to go to a magic school called Hogwarts. Follow her and her friends through their school years and many adventures.",The One,No specified pairings
4,40,73,2019-11-09,43.0,2019-11-09,23357,Margot11,"HarryP.,DracoM.,SeverusS.,LuciusM.",Unspecified Genre,English,T,https://www.fanfiction.net/s/13428937/1/The-Dark-Reflection-Part-Two-Darkness-Waning,A direct continuation of 'A Learning Experience' and 'The Dark Reflection'. How can Snape help Slytherin House and Harry Potter face the oncoming threat? Au and the same warnings apply as before.,The Dark Reflection Part Two: Darkness Waning,No specified pairings
4,27,83,2019-11-09,32.0,2019-11-09,10348,Cherry Zinzoline,"HarryP.,DracoM.AndromedaT.,TeddyL.",Romance/Hurt/Comfort,French,M,https://www.fanfiction.net/s/13428935/1/Smaragdin,"HPDM / Drarry / Slash Depuis la fin de la guerre, Harry Potter vit sa vie d'Auror entre son filleul et ses amis. Mais en étant choisi comme témoin au mariage de ses meilleurs amis, il s'attendait à tout sauf à tomber sur Drago Malfoy, ayant abandonné le monde magique et vivant seul dans Londres sans un regard en arrière. Et Harry de découvrir Drago sous un nouveau jour...",Smaragdin,"Harry P., Draco M."
7,3,3,2019-11-09,0.0,2019-11-09,5848,ElenaKat2. 0,Unspecified Characters,Romance/Fantasy,English,K+,https://www.fanfiction.net/s/13428934/1/Remus-s-Lunette,What if Harry Potter had a little sister that was born a year after him and what if Remus found out that she was his mate when James and Lilly showed her to him and Sirius for the first time.,Remus's Lunette,No specified pairings
6,1,1,2019-11-09,9.0,2019-11-09,3221,CinderellaAtTheBall,Unspecified Characters,Unspecified Genre,English,K+,https://www.fanfiction.net/s/13428915/1/On-the-Periphery,Drabbles featuring minor or less popular characters.,On the Periphery,No specified pairings
1,16,5,2019-11-09,2.0,2019-11-09,615,Wrong author,"NevilleL.,CharlieW.",Romance/Drama,English,M,https://www.fanfiction.net/s/13428913/1/Can-I-Kiss-You,An unexpected morning after.,Can I Kiss You?,No specified pairings
1,21,8,2019-11-09,5.0,2019-11-09,811,Wrong author,"HermioneG.,CharlieW.",Romance/Drama,English,M,https://www.fanfiction.net/s/13428908/1/In-Control,Charlie loves when Hermione takes control.,In Control,No specified pairings
1,18,5,2019-11-09,2.0,2019-11-09,1216,Wrong author,"HarryP.,DracoM.,DudleyD.",Friendship/Family,English,T,https://www.fanfiction.net/s/13428907/1/Perfectly-Normal,"Harry goes back to number four privet drive with Draco to see that a lot has changed, and Dudley has grown up to be a good father to his daughters.",Perfectly Normal,No specified pairings
1,13,8,2019-11-09,4.0,2019-11-09,4554,Wrong author,"HermioneG.,DracoM.",Tragedy/Angst,English,M,https://www.fanfiction.net/s/13428905/1/Hermione-and-Her-Prince,Hermione is willing to risk it all to be with the prince who has captured her heart.,Hermione and Her Prince,No specified pairings
2,31,16,2019-11-09,5.0,11/14/2019,3393,secretfanficlover,"HarryP.,DracoM.",Romance/Friendship,English,T,https://www.fanfiction.net/s/13428902/1/Just-Draco,"Draco gets disowned and ends up seeking solace at the Burrow, and becoming close with Harry. When Ron decides to set them up on a date.",Just Draco,"Harry P., Draco M."
1,5,10,2019-11-09,2.0,2019-11-09,14655,Wrong author,Unspecified Characters,Romance/Adventure,English,K,https://www.fanfiction.net/s/13428885/1/slytherin-potter,Fem harry potter is a slytherin,slytherin potter,No specified pairings
11,4,6,2019-11-09,9.0,2019-11-09,17506,Maggie Zel,Unspecified Characters,Adventure,French,T,https://www.fanfiction.net/s/13428873/1/Merryl-Evans-et-le-Berceau-de-Magia,"Merryl Evans, jeune anglaise de 10 ans, du moins en apparences, se retrouve dans une situation complexe lorsqu'un jour le professeur d'une mystérieuse académie nommée Pelhisir vient à sa rencontre. Venez suivre ses aventures.",Merryl Evans et le Berceau de Magia,No specified pairings
3,4,9,2019-11-09,16.0,11/11/2019,24091,Leo Poldine,"HarryP.,OC",Suspense/Friendship,French,K+,https://www.fanfiction.net/s/13428849/1/M-files-%C3%A9pisode-1-la-bizarre-affaire-du-voleur-de-fleurs,"Joseph Bishara est un policier londonien tout ce qu'il y a de plus ordinaire. Jusqu'au jour où il tombe sur une affaire étrange - ou devrais-je dire bizarre... Il fait appel à sa soeur et rencontre Charlie Selwyn, auror tout aussi ordinaire. Ensemble, ils vont devoir résoudre les M-files : des enquêtes à la frontière du possible.",M-files épisode 1 - la bizarre affaire du voleur de fleurs,No specified pairings
8,36,53,2019-11-09,9.0,11/22/2019,21375,AlexandraO,"HermioneG.,HarryP.DracoM.,TomR.Jr.",Adventure/Humor,English,T,https://www.fanfiction.net/s/13428843/1/National-Treasure,"Treasure hunter, historian, and cryptologist, Harry Potter has been searching his whole life for a rumored treasure dating back to the time of Merlin. After an expedition in Godric's Hollow goes haywire and one of his most trusted allies turns on him, following the law isn't on the agenda.",National Treasure,"Hermione G., Harry P."
6,3,3,2019-11-09,8.0,11/28/2019,11408,aanchor,"SuL.,TheodoreN.DaphneG.,LisaT.",Romance/Friendship,Spanish,T,https://www.fanfiction.net/s/13428832/1/Rubik-s-Cube,"Sue sabe lo que la gente dice de Theodore Nott, quién es su padre y en que asuntos anda metido. Sabe que no es trigo limpio y que los chicos como él son los que alimentan la oscura fama de Slytherin. Pero quizás esté equivocada.",Rubik's Cube,"Su L., Theodore N."
1,8,4,2019-11-09,11.0,2019-11-09,947,Wrong author,"HarryP.,RonW.,HermioneG.",Humor,English,T,https://www.fanfiction.net/s/13428812/1/Harry-Potter-and-the-Deathly-Ford-Anglia-39bhp,"Harry contemplates existence, Ron crashes a car and Hermione dies.",Harry Potter and the Deathly Ford Anglia 39bhp,No specified pairings
9,7,11,2019-11-09,10.0,2019-11-09,8880,didoueux,"HermioneG.,DracoM.",Romance,French,T,https://www.fanfiction.net/s/13428788/1/Litterature-pour-insomniaque,"Il s agit la d une dramione , l histoire se déroule après Poudlard je ne vous en dit pas plus je vous laisse découvrir",Litterature pour insomniaque,No specified pairings
1,148,119,2019-11-09,29.0,2019-11-09,3246,Wrong author,HarryP.,Unspecified Genre,English,K,https://www.fanfiction.net/s/13428787/1/Institutional-Missives-Regarding-Instructional-Services,"Harry discovers that running the D.A., and then attending the Staff Awards Dinner resulted in a change to how his next academic year would be",Institutional Missives Regarding Instructional Services,No specified pairings
1,7,3,2019-11-09,0.0,2019-11-09,1246,krissystorey88,"DracoM.,HarryP.",Romance/Angst,English,T,https://www.fanfiction.net/s/13428777/1/Repetition,First story ever in which Draco finds himself at Grimmuald's place once again and in the bed of Harry Potter. One-shot Harry/Draco. Rated T for implied sex and mentions of drinking.,Repetition,No specified pairings
2,7,3,2019-11-09,1.0,11/14/2019,1068,A.P.A.17,"HarryP.,SeverusS.",Angst,English,T,https://www.fanfiction.net/s/13428766/1/The-son-that-was-never-his,Snape reflect on his present and the choice he made.On seeing the son that should his.,The son that was never his,No specified pairings
1,1,0,2019-11-09,0.0,2019-11-09,248,Fantasyficcer,Unspecified Characters,Parody/Fantasy,English,T,https://www.fanfiction.net/s/13428760/1/The-Curse-Of-Silence,"This is a parody of The Sound Of Silence by Simon And, Garfunkle. Please do enjoy! I like to think of this parody as, not a comical one, but one in which Voldemort's speaking to his final horcrux...during his lastmoments on his mortal coil. Won't spoil here. I found this interesting. Thinking back to that time in the gravyard during the chapter,Ggodric's Hollow-death of Parents.",The Curse Of Silence:,No specified pairings
18,20,45,2019-11-09,45.0,2019-11-09,45816,xelotorix,"HarryP.,HermioneG.,NevilleL.",Unspecified Genre,French,T,https://www.fanfiction.net/s/13428746/1/Cupboard-Serie-traduction,"Venez lire la traduction de l'histoire venant de la ""série du placard"" de Stargon1 racontant la vie d'un Harry abusé par sa famille et qui fera tout pour vivre une meilleure vie dans un nouveau monde, le monde magique.",Cupboard Serie (traduction),No specified pairings
1,15,32,2019-11-09,5.0,2019-11-09,2303,Wrong author,"HarryP.,DracoM.",Romance/Drama,English,T,https://www.fanfiction.net/s/13428740/1/Ordinary-girl,"Harry has always been different. Not only because he is the boy who lived, something he truly never was, but mostly because he isn't a boy at all. Harry Potter starts Hogwarts, but no one realizes, because his name is now Harriet Dursley. Haven grown up with a loving family, which accept her, what challenges will she face in a much more close-minded world?",Ordinary girl,"Harry P., Draco M."
8,21,39,2019-11-09,28.0,2019-11-09,26810,LunaPrinBeauty,"RemusL.,OCMarleneM.,Marauders",Romance/Friendship,English,T,https://www.fanfiction.net/s/13428726/1/Let-Me-Be-There,"""I'm not afraid,"" she whispered. He looked away, a pained expression on his face before looking back into her teal eyes he loved so much. ""You should be. I'm nothing, but a monster a-"" But a soft finger pressed against his lips silenced him. ""That's weird because I don't see a monster. I only see you and you're the furthest thing from a monster in my eyes.""",Let Me Be There,"Remus L., OC"
1,8,22,2019-11-09,4.0,2019-11-09,828,Wrong author,"HarryP.,DracoM.,SeverusS.",Romance/Drama,French,M,https://www.fanfiction.net/s/13428716/1/Illusions,UA non magique - Harry et Severus forment un couple heureux. Tout serait parfait s'ils ne vivaient pas dans un appartement délabré avec un voisin insupportable au possible qui cherche à séduire Harry... Snarry & Drarry. Rating M sujets sensibles,Illusions,No specified pairings
8,6,5,2019-11-09,1.0,11/18/2019,13983,Funkas,Unspecified Characters,Romance/Family,English,M,https://www.fanfiction.net/s/13428714/1/The-Gauntlet-of-Fire,"Twas the night before Quidditch, and all through the house, a few creatures were stirring… except for a mouse. Or rat. Cuz of course a rat would be the one to rat. Honestly, didn't they like… wonder about that? Anyways, rated MA for porn. Armolly, Harry, Rarry, Hermione, Permione, Permionny, Armionharrmolly, uhh… watch out! Haha",The Gauntlet of Fire,No specified pairings
7,117,153,2019-11-09,126.0,2019-11-09,27311,crystal of shadow,Unspecified Characters,Unspecified Genre,French,T,https://www.fanfiction.net/s/13428708/1/Renouveau,Albus Dumbledore disait que la mort n'était qu'une aventure de plus et Harry avait pu le vérifier en ne survivant pas à son ennemi Voldemort. Et si on donnait au jeune sorcier la possibilité de réaliser l'un de ses souhaits les plus secrets ? L'histoire se réécrit et pas de la façon que certains voudraient …,Renouveau,No specified pairings
21,29,36,2019-11-09,27.0,11/28/2019,81308,sovimo,"DracoM.,HermioneG.",Drama/Romance,French,M,https://www.fanfiction.net/s/13428707/1/Satic-Traduction,"L'Ordre à sauver Draco et Lucius Malfoy après que Lord Voldemort les aient rejeté et maudits .Toutes les maisons sécurisés sont pleines et Hermione Granger est la seule à pouvoir les accueillir. Acceptera-t-elle alors qu'elle est elle-même brisée, coincé dans ce quelle appel la statique.",Satic ( Traduction ),No specified pairings
1,0,0,2019-11-09,4.0,2019-11-09,593,Wrong author,"HarryP.,TomR.Jr.",Humor/Romance,French,K,https://www.fanfiction.net/s/13428702/1/Dans-un-monde-parfait,Voldemort repense a leur premiere rencontre ! Os slash,Dans-un-monde-parfait,No specified pairings
16,7,9,2019-11-09,0.0,11/14/2019,24640,Ragged Claws,Unspecified Characters,Romance/Hurt/Comfort,English,M,https://www.fanfiction.net/s/13428694/1/Captivated,"""Whose side do you think I'm on, Granger? I think you're forgetting that we're at war here, and you are my captive..."" What if Hermione never escaped from Malfoy Manor? A Dramione fic featuring the Malfoys, Bellatrix, and Voldemort. Slightly AU. Everyone is slightly OOC to varying degrees. Hurt/Comfort. Bits of silliness and immaturity.",Captivated,No specified pairings
9,0,1,2019-11-08,0.0,2019-11-08,2314,thefloatingllama,OC,Fantasy/Romance,English,K+,https://www.fanfiction.net/s/13428662/1/SlytherPuff,Original Characters against JK Rowling's Hogwarts Backdrop. I own nothing. Slytherin and Hufflepuff students become close.,SlytherPuff,No specified pairings
7,76,114,2019-11-08,107.0,2019-11-08,27300,crystal of shadow,Unspecified Characters,Unspecified Genre,French,T,https://www.fanfiction.net/s/13428656/1/Or-damn%C3%A9,"Quand on veut vous faire croire que le monde que l'on rejoint est parfait alors qu'il s'avère être pire que celui qu'on quitte, peu de choix s'offre à vous. Ou bien on se laisse manipuler comme des vulgaires marionnettes, ou bien on fait croire qu'on est aussi docile que des moutons. Mais qu'on ne vienne pas se plaindre quand le vent tournera …",Or damné,No specified pairings
1,0,1,2019-11-08,1.0,2019-11-08,575,Wrong author,Unspecified Characters,Drama,English,T,https://www.fanfiction.net/s/13428655/1/ENIGMA,"Thank you for checking in (current beloved readers and new beloved readers). Still filming, but wanted to drop a one shot close to my heart, ENIGMA. Male/Male (Harry/Draco). As of now, this is a one shot rated T. It was a fun challenge (which I don't usually participate) as I'm part of a cool group on social media that are Drarry lovers. Hope you like it. ;)",ENIGMA,No specified pairings
1,0,0,2019-11-08,1.0,2019-11-08,82,Wrong author,"DracoM.,HermioneG.",Humor,English,K+,https://www.fanfiction.net/s/13428654/1/Guess-Who-s-Back-Back-again,After 5 years of disappearing into the ether im back and just as bad as before. Inside is a post that’s mostly to get the attention of any pour soul thats been following me.,Guess Who’s Back? Back again,No specified pairings
1,8,3,2019-11-08,2.0,2019-11-08,2443,Wrong author,"HarryP.,DracoM.,PoppyP.",Humor/Romance,English,K+,https://www.fanfiction.net/s/13428652/1/Jelly-Legs,Something's wrong with Harry's magic. Draco thinks he might just know how to fix it. (Or: Draco's been low-key flirting this whole time and Harry's still oblivious. Until he's not.),Jelly Legs,No specified pairings
1,1,1,2019-11-08,0.0,2019-11-08,1250,scilover3,BellatrixL.,Hurt/Comfort/Tragedy,English,K,https://www.fanfiction.net/s/13428623/1/Behind-the-Sneer,"This is my collection of how the villains in Harry Potter are post Hogwarts. Basically, I explain why they decided to be dark in the first place. Please review in this story. Mostly cannon and all recognizable characters belong to JK Rowling. I own only some of the plot",Behind the Sneer,No specified pairings
1,4,2,2019-11-08,2.0,2019-11-08,564,Wrong author,"GinnyW.,DracoM.",Romance,Spanish,T,https://www.fanfiction.net/s/13428621/1/La-Leona-y-La-Serpiente,"Los apodos dulces no iban con ellos, tenían una mejor forma de quererse y seguir despistando a los demás. Este drabble forma parte del Drinny-Con 2019, organizado este año por la página de facebook ""Drinny All The Way"".",La Leona y La Serpiente,"Ginny W., Draco M."
1,4,6,2019-11-08,1.0,2019-11-08,898,Wrong author,Unspecified Characters,Friendship/Hurt/Comfort,English,K,https://www.fanfiction.net/s/13428613/1/For-the-Better,What would have happened if Draco got a turn with the Boggart in third year?,For the Better,No specified pairings
7,31,86,2019-11-08,40.0,2019-11-08,17697,bastwin,"HermioneG.,DracoM.HarryP.,RonW.",Romance,English,M,https://www.fanfiction.net/s/13428600/1/Complementary,What would have happened if Narcissa Malfoy had approached Albus Dumbledore rather than Severus Snape? The whole wizarding war would have been changed. A Dramione fanfiction. AU beginning sixth year. Slow burn.,Complementary,"Hermione G., Draco M."
1,7,11,2019-11-08,1.0,2019-11-08,1160,Wrong author,"HarryP.,HermioneG.,SiriusB.,LilyEvansP.",Tragedy/Drama,English,T,https://www.fanfiction.net/s/13428547/1/Warbringers,"When Tom Riddle was vanquished in Godric's Hollow, there was no rebounded killing curse, there was simply a muggleborn police officer in the right place at the right time. Until it became the wrong place at the wrong time. The Wizarding World is under threat of extinction and Harry James Potter has no Dark Lord to defeat, but an entire Muggle Army.",Warbringers,No specified pairings
1,6,4,2019-11-08,3.0,2019-11-08,1049,Wrong author,"DracoM.,GinnyW.",Romance,Spanish,K,https://www.fanfiction.net/s/13428546/1/El-Hur%C3%B3n-de-la-Comadreja,"Del odio al amor siempre hay un paso, de la misma manera, que de una pelea a un beso. Esta viñeta es parte del evento anual Drinny-Con 2019 que organiza este año la página de FB Drinny All The Way.",El Hurón de la Comadreja,"Draco M., Ginny W."
