Chapters,Favs,Follows,Published,Reviews,Updated,Words,Author,Characters,Genre,Language,Rating,Story_link,Synopsis,Title,Pairing
1,27,40,2019-12-24,6.0,2019-12-24,2456,Wrong author,"HarryP.,HermioneG.",Unspecified Genre,English,M,https://www.fanfiction.net/s/13460602/1/Alder,"In a world where Lily Evans was the younger sister of not Petunia, but of a boy named Alder. Alder Evans failed his sister once in life, and it is his greatest regret. He would not fail her in death. Note: Shifting POVs, lots of AU stuff. Durmstrang!Harry. Prologue covers most things, main fic starts in Fourth Year onwards. Harmony. Rated M for safety reasons and dark themes.",Alder,"Harry P., Hermione G."
1,0,0,2019-12-24,0.0,2019-12-24,3112,juniperwindsong,"ChesterD.,FelixR.,AngelicaC.,Jacob",Friendship,English,T,https://www.fanfiction.net/s/13460571/1/Four-Things-Felix-Rosier-Remembered,"Four crucial moments in Felix Rosier's past, featuring some familiar faces.",Four Things Felix Rosier Remembered,No specified pairings
1,15,11,2019-12-24,12.0,2019-12-24,5918,Wrong author,"SeverusS.,LilyEvansP.",Drama/Romance,English,M,https://www.fanfiction.net/s/13460557/1/Your-Way-and-Mine,"Separated in the present with no foreseeable future, Severus and Lily must retreat to the past to find their way back to each other.",Your Way and Mine,"Severus S., Lily Evans P."
1,45,9,2019-12-24,46.0,2019-12-24,1933,Wrong author,"HermioneG.,SeverusS.",Friendship/Romance,English,K+,https://www.fanfiction.net/s/13460529/1/Christmas-Eve-Tradition,A yearly tradition for Severus and Hermione goes off the rails for the better.,Christmas Eve Tradition,No specified pairings
1,2,1,2019-12-24,3.0,2019-12-24,2654,Wrong author,"HarryP.,SiriusB.,JamesP.",Family/Humor,English,T,https://www.fanfiction.net/s/13460527/1/First-Christmas,"Part 11 of my series, Life With the Potters. It's been less than two months since Lily died, and yet Christmas still comes bringing with it unexpected visitors, and a happy surprise for James and Sirius. T-rating for some language.",First Christmas,No specified pairings
1,462,189,2019-12-24,69.0,2019-12-24,72168,Wrong author,"HarryP.,HermioneG.",Adventure/Humor,English,M,https://www.fanfiction.net/s/13460508/1/Harry-Potter-Master-of-Malicious-Compliance,"Harry Potter was not above doing whatever it took to get what he wanted. It often meant he'd have to go to extreme lengths to make people suffer for their stupidity, but the results were always worth it. This Harry Potter takes things too literally. ON PURPOSE. A/N: Slytherin-Harry.",Harry Potter: Master of Malicious Compliance,No specified pairings
1,0,0,2019-12-24,0.0,2019-12-24,822,EdwardWongHauPepiluTivriskyIV,Unspecified Characters,Friendship,English,T,https://www.fanfiction.net/s/13460479/1/Christmas-Cares,Sometimes people celebrate the Holidays in their own way. Nymphadora Tonks finds some people enjoy their work enough to let it spill into the Holidays. Short Holiday piece. Merry Christmas!,Christmas Cares,No specified pairings
1,1,0,2019-12-24,3.0,2019-12-24,1911,Wrong author,"HermioneG.,RoseW.",Family/Hurt/Comfort,English,K,https://www.fanfiction.net/s/13460474/1/A-Different-Christmas-Surprise,"Seven-year-old Rose did something she shouldn't have, and now she's feeling apprehensive about 'fessing up. It's just a bit of Christmas fluff :)",A Different Christmas Surprise,No specified pairings
1,13,8,2019-12-24,4.0,2019-12-24,838,Wrong author,Unspecified Characters,Unspecified Genre,English,K,https://www.fanfiction.net/s/13460435/1/Christmas-Festivities,Ron and Harry saw Santa kissing... Fleur Delacour! Fleurmione oneshot.,Christmas Festivities,No specified pairings
1,144,50,2019-12-24,45.0,2019-12-24,3154,Wrong author,"DracoM.,HermioneG.",Romance,English,T,https://www.fanfiction.net/s/13460428/1/All-I-Want-for-Christmas,"After drawing Hermione's name in the Ministry Secret Santa, it only took Draco a year to get her gift right, on Christmas Eve.",All I Want for Christmas,"Draco M., Hermione G."
1,7,2,2019-12-24,2.0,2019-12-24,1131,Wrong author,"HermioneG.,SeverusS.",Romance,English,T,https://www.fanfiction.net/s/13460424/1/Have-Yourself-a-Merry-Little-Christmas,Hermione and Severus meet at a Christmas party.,Have Yourself a Merry Little Christmas,No specified pairings
1,1,0,2019-12-24,0.0,2019-12-24,5839,acrosticacrumpet,"HarryP.,RonW.,HermioneG.,SiriusB.",Adventure/Friendship,English,K,https://www.fanfiction.net/s/13460404/1/child-ballad-ballad-child,"A boy, a dog, a sword, a heart. Or: Harry Potter if it were a folk tale told in the style of Ruth Manning-Sanders.","child ballad, ballad child",No specified pairings
1,18,46,2019-12-24,3.0,2019-12-24,1882,Wrong author,"HermioneG.,DracoM.",Romance/Humor,English,T,https://www.fanfiction.net/s/13460373/1/A-Granger-Family-Reunion,"(And how they got there). You know the trope, Hermione goes to a Granger family reunion and her family is shocked to see who she's in a relationship with. But how did they get together in the first place?",A Granger Family Reunion,No specified pairings
2,12,8,2019-12-24,0.0,2019-12-24,8331,silvergreenroyalty,"HarryP.,SeverusS.",Romance,Spanish,K+,https://www.fanfiction.net/s/13460370/1/Lata-De-Galletas,"Un fic sin pretensiones, hecho para leerse en poco tiempo y lleno de fluff y dicha domestica. Harry persigue a Severus, y siempre hay galletas presentes en sus encuentros. No hay lemon, sorry. [Snarry]",Lata De Galletas,No specified pairings
1,24,9,2019-12-24,10.0,2019-12-24,1974,Wrong author,"LilyEvansP.,JamesP.",Romance/Humor,English,T,https://www.fanfiction.net/s/13460364/1/A-Greyhound-Bus-Christmas,"Lily took it upon herself to go visit Petunia for Christmas last minute. A quiet Christmas Eve with her fiancée was quickly replaced with a boot seller, a baby and an exploding eggnog. Lily just really wished her life were a Hallmark movie so that James would appear and save Christmas. Co-Written with Rissa-Explains-It-All (who actually lived this story) & GryffindorMischief.",A Greyhound Bus Christmas,"Lily Evans P., James P."
2,22,8,2019-12-24,1.0,2019-12-24,6201,everlovingdeer,"SeamusF.,OC",Romance/Friendship,English,T,https://www.fanfiction.net/s/13460341/1/Drunk-on-You,"""You're blunter than you used to be."" I said slowly, marvelling at how much he'd changed in the five years since he'd left Hogwarts. ""A lot more blunt."" ""Is that a bad thing?"" ""No,"" I said after another moment's thought.",Drunk on You,"Seamus F., OC"
2,5,15,2019-12-24,3.0,2019-12-24,2892,HermioneLily19,"HarryP.,HermioneG.,SeverusS.",Drama/Romance,Spanish,T,https://www.fanfiction.net/s/13460304/1/Vivir-en-una-mentira,"¿Qué hubiera pasado si el maltrato de los Dursley hacia Harry hubiera llegado a ser también físico?¿Qué hubiera pasado si Harry hubiera sacado a relucir su lado más Slytherin?¿Y qué hubiera pasado si hubiera sido un Slytherin disfrazado de Gryffindor? Se ambienta en el quinto año de Harry,en Harry Potter y la Orden del .",Vivir en una mentira,No specified pairings
1,6,2,2019-12-24,3.0,2019-12-24,954,Wrong author,"HermioneG.,DracoM.,BlaiseZ.",Humor,English,T,https://www.fanfiction.net/s/13460291/1/A-Malfoy-Christmas-Eve,"Inspired by real-life conversations with a good friend of mine, and the reactions from Facebook to screenshots of said conversation. Blaise is sarcastic, Hermione is devious, it's just a brief one-shot that popped into my head. One use of F word. (Note: all of these conversations are nearly verbatim, just adjusted for magic) COMPLETE",A Malfoy Christmas Eve,No specified pairings
1,0,0,2019-12-24,0.0,2019-12-24,117,Harrypotterwriter101,Unspecified Characters,Humor/Romance,English,K+,https://www.fanfiction.net/s/13460285/1/A-summer-with-Potter-and-his-best-mate,"Lily Evans leaves her home to settle in a 3 Story apartment. She has to share it as well but not with anyone normal as lily would say but will james Potter, and did I mention that Sirus black lives next door? Lily is in for a long summer.",A summer with Potter and his best mate,No specified pairings
1,1,0,2019-12-24,0.0,2019-12-24,1679,RipBudAce,Unspecified Characters,Unspecified Genre,English,T,https://www.fanfiction.net/s/13460236/1/Tom-RC,Why do horcrux makers only make one?,Tom RC,No specified pairings
5,4,2,2019-12-24,0.0,2019-12-24,17771,Lettice Douffet,"DracoM.,LunaL.",Angst/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13460199/1/A-Malfoy-Christmas-Carol,Can a series of ghostly encounters change Draco Malfoy's future and restore not only the joy of Christmas but also the most important relationship he ever had? (Druna),A Malfoy Christmas Carol,No specified pairings
1,56,29,2019-12-24,7.0,2019-12-24,1135,Wrong author,"HarryP.,HermioneG.",Humor/Romance,English,M,https://www.fanfiction.net/s/13460178/1/Witches-Rule,"Hermione sends Harry a letter about overspending on her book budget. Since she had a very graphic way of explaining things, he could do nothing except wait until he sees her again. ONE-SHOT. Written for Harmony Shippers.",Witches Rule,No specified pairings
3,3,5,2019-12-24,0.0,2019-12-24,3673,Jenn Villa,"HarryP.,DracoM.",Drama/Romance,Spanish,K+,https://www.fanfiction.net/s/13460169/1/Su-salvaci%C3%B3n,"Draco necesitaba urgentemente de alguien que le salvara de su miseria personal. Pero él no lo sabía, no sabía lo que su corazón pedía a gritos.",Su salvación,No specified pairings
1,10,4,2019-12-24,3.0,2019-12-24,9233,Wrong author,"HermioneG.,SeverusS.",Romance/Humor,English,T,https://www.fanfiction.net/s/13460164/1/Jolly-Encounters-with-Snape,"With Christmas around the corner, Hermione decides to go out and watch a film. And who does she bump into in the cinema? Why, her former potions professor, Severus Snape of course! Hermione x Severus. One-shot",Jolly Encounters with Snape,"Hermione G., Severus S."
1,25,13,2019-12-24,10.0,2019-12-24,3748,Wrong author,"HarryP.,LunaL.,PansyP.,OC",Family/Humor,English,T,https://www.fanfiction.net/s/13460154/1/Twas-the-Night-Before-a-Potter-Family-Christmas,"Harry and Pansy are enjoying Christmas Eve, but their kids are wanting something more. Maybe a little Christmas magic will make their dreams come true?",Twas the Night Before a Potter Family Christmas,No specified pairings
1,10,9,2019-12-24,0.0,2019-12-24,1769,the stargate time traveller,HarryP.,Unspecified Genre,English,K+,https://www.fanfiction.net/s/13460140/1/Safecracker-Part-3-Magic-Exists,"Part Three of the saga. What can you do when you discover the existence of a whole new world which has grave implications for your plans? Harry is uncertain what to do about the magical world's existence now, especially since people out there have plans in mind for him.",Safecracker Part 3 - Magic Exists,No specified pairings
1,1,1,2019-12-24,1.0,2019-12-24,2793,Wrong author,Unspecified Characters,Humor,English,K,https://www.fanfiction.net/s/13460103/1/The-Most-Bizarre-Christmas,"Lily Evans is joined by the Dursleys, Potter and Black on Christmas day. How did she end up spending her favourite day of the year with her least favourite people in the world? Evans tries to get through a Christmas dinner without pissing off Petunia and raising more suspicion from the Dursleys. Sadly, she must keep Black and Potter in check. How Bloody fantastic.",The Most Bizarre Christmas,No specified pairings
1,5,1,2019-12-24,5.0,2019-12-24,1735,Wrong author,"PadmaP.,AnthonyG.",Hurt/Comfort,English,K,https://www.fanfiction.net/s/13460102/1/Faith,"A story of Hanukkah at Hogwarts. ""I'm always going to have faith,"" Anthony told Padma seriously. ""I wouldn't be in the D.A. if I didn't.""",Faith,No specified pairings
1,2,0,2019-12-24,2.0,2019-12-24,3994,Wrong author,Unspecified Characters,Unspecified Genre,English,K,https://www.fanfiction.net/s/13460094/1/This-Most-Absurd-Predicament,In which a father and son find themselves in a quite frankly ridiculous situation.,This Most Absurd Predicament,No specified pairings
4,515,720,2019-12-24,192.0,12/31/2019,24099,White Angel of Auralon,"HarryP.,RonW.,SiriusB.",Family/Adventure,English,T,https://www.fanfiction.net/s/13460086/1/Granny-Morgaine,"The battle against the basilisk opened the path to a destiny Harry would never have expected. But, to his immense relief, his family steps up to support him along the way. Even if it was family that others considered to be legend.",Granny Morgaine,No specified pairings
1,2,1,2019-12-24,1.0,2019-12-24,1371,Wrong author,"HarryP.,GinnyW.",Romance,English,K+,https://www.fanfiction.net/s/13460082/1/Festive-Moments,"Harry and Ginny after the war. Christmas Eve in the Burrow. One-shot. Sorry, I suck at summaries. All characters belong to J. K. Rowling.",Festive Moments,No specified pairings
1,3,1,2019-12-24,0.0,2019-12-24,729,vamsikrish,"HarryP.,F.Flitwick",Unspecified Genre,English,K,https://www.fanfiction.net/s/13460081/1/Summoning,A short one-shot on what should have happened when Flitwick first witnesses Harry's talent.,Summoning,No specified pairings
1,1,4,2019-12-24,1.0,2019-12-24,274,Wrong author,"HermioneG.,GeorgeW.,FredW.",Romance/Friendship,English,M,https://www.fanfiction.net/s/13460074/1/Be-free,"""I don't know what I'm doing. That's truthful enough. Not enough for them though"" Now let's start from the beginning. the wayyyy back beginning. First year.",Be free,No specified pairings
2,10,16,2019-12-24,1.0,12/26/2019,4474,Griffindorrox,Unspecified Characters,Unspecified Genre,English,T,https://www.fanfiction.net/s/13460043/1/Fractured-Mind,"Harry has experienced 'black-outs' since he was little. After the events of book 4, he begins to have therapy sessions with professor Snape, who finds out that the black-outs are caused by the fact that Harry has multiple personality disorder.",Fractured Mind,No specified pairings
1,1,1,2019-12-24,0.0,2019-12-24,1441,IndigoUmbrella,Unspecified Characters,Drama/Fantasy,English,M,https://www.fanfiction.net/s/13460041/1/Forbidden,Be careful of the curse that falls on young lovers Starts so soft and sweet and turns them to hunters A man who's pure of heart and says his prayers by night May still become a wolf when the autumn moon is bright,Forbidden,No specified pairings
1,3,1,2019-12-24,4.0,2019-12-24,3255,Wrong author,"HarryP.,GinnyW.",Hurt/Comfort/Friendship,English,T,https://www.fanfiction.net/s/13460018/1/Mashed-Parsnips,"Christmas Day, 1996. What happened after the Minister and Harry’s argument? A HBP Missing Moment, written for thebiwholived for the Incognito Elf exchange on the Harry/Ginny discord server.",Mashed Parsnips,No specified pairings
1,3,1,2019-12-24,1.0,2019-12-24,2308,Wrong author,"HermioneG.,SiriusB.,RemusL.,JamesP.",Adventure/Mystery,English,K,https://www.fanfiction.net/s/13460007/1/In-the-Bookshelves,Sirius finds her in the bookshelves. It doesn't mean much at the time.,In the Bookshelves,No specified pairings
1,1,0,2019-12-24,0.0,2019-12-24,1978,WeasleyObsession,"ArthurW.,MollyW.RemusL.",Hurt/Comfort,English,K+,https://www.fanfiction.net/s/13459962/1/Time-Heals,"A month after the snake attack, the kids are back at school, Arthur is still recovering, and Molly hasn't been doing as well as she's let on. Arthur and Molly comfort one another and help each other cope. Including a special appearance from Remus.",Time Heals,"Arthur W., Molly W."
1,173,93,2019-12-24,26.0,2019-12-24,8049,Wrong author,"Voldemort,TomR.Jr.,OC",Family,English,K+,https://www.fanfiction.net/s/13459940/1/House-of-Luxventi,"In which Tom M. Riddle Jr grew up in a loving home, with a good mother, and never knew the horrors of being an abandoned orphan. COMPLETE one-shot.",House of Luxventi,No specified pairings
1,5,3,2019-12-24,1.0,2019-12-24,359,Wrong author,Unspecified Characters,Humor,English,T,https://www.fanfiction.net/s/13459925/1/Christmass,Work of fanfiction. 'Were is miss Potter' asked the headmaster.,Christmass,No specified pairings
1,0,0,2019-12-24,0.0,2019-12-24,20287,DashaSarik,Unspecified Characters,Adventure/Suspense,English,T,https://www.fanfiction.net/s/13459901/1/Kidnapped-Agents,"Justin, Anthony, Destiny, and Jake are secret agents in training, doing police work without getting caught. But someone doesn't like them. So they think kidnapping is the answer.",Kidnapped Agents,No specified pairings
1,32,20,2019-12-24,4.0,2019-12-24,14045,Wrong author,"HarryP.,HermioneG.NevilleL.",Romance/Drama,English,M,https://www.fanfiction.net/s/13459895/1/All-it-takes-is-a-yes,"After a year of no communication with her former best friend, Hermione is now getting married to a half-blood wizard. Their families have booked a special co-magical resort for the wedding, the preparations have begun in full swing and the guests have started to arrive and then Hermione finds out that the resort belongs to none other than Harry Potter. HEA.EWE.Fluff! Smut! Harmony!",All it takes is a yes,"Harry P., Hermione G."
1,2,1,2019-12-24,2.0,2019-12-24,365,Wrong author,"HermioneG.,GinnyW.",Romance,French,K,https://www.fanfiction.net/s/13459889/1/Fleurs,Drabble. Ginny et Hermione profitent de l'anonymat du monde moldu pour s'y balader. Femslash.,Fleurs,"Hermione G., Ginny W."
1,2,2,2019-12-24,0.0,2019-12-24,844,cassychat,"HarryP.,RonW.,HermioneG.,Hedwig",Unspecified Genre,French,K,https://www.fanfiction.net/s/13459853/1/Les-animaux-de-No%C3%ABl,"Secret Santa offert à JustPaulInHere. Harry et ses amis reviennent à Poudlard. Cependant, un évènement imprévu se produit...",Les animaux de Noël,No specified pairings
1,69,32,2019-12-24,22.0,2019-12-24,883,Wrong author,"TheodoreN.,HermioneG.,DracoM.",Humor/Romance,English,M,https://www.fanfiction.net/s/13459851/1/Mistletoe-Rescue,Hermione's new roommates are stuck in a mistletoe situation and it's up to her to help them out. Written for Fairest of the Rare's Secret Santa drabble exchange.,Mistletoe Rescue,"Theodore N., Hermione G., Draco M."
1,8,11,2019-12-24,1.0,2019-12-24,3148,Wrong author,"HarryP.,LilyEvansP.,LunaL.,PetuniaD.",Family/Friendship,English,T,https://www.fanfiction.net/s/13459850/1/The-Flower-Girls,"Petunia tries to break down the walls between her and her sister, only to find that she gets much more than she bargained for. Suddenly finding themselves stuck in almost two decades in the future, what're two flower girls to do? Queer folk a-plenty.",The Flower Girls,No specified pairings
1,0,0,2019-12-24,1.0,2019-12-24,522,Wrong author,Unspecified Characters,Unspecified Genre,English,K+,https://www.fanfiction.net/s/13459844/1/First-Year,Ginny Weasley's first year at Hogwarts,First Year,No specified pairings
1,4,4,2019-12-24,0.0,2019-12-24,1524,Loulou7,"SeverusS.,AlbusD.,MinervaM.",Humor/Parody,French,T,https://www.fanfiction.net/s/13459819/1/Face-de-book,"Les Moldus connaissent ""Face de book"", eux, ils connaissent ""Face d'hippogriffe"". Pour résumer, un Albus Dumbledore qui veut des paillettes dans sa vie et qui se fait victimiser, une McGonagall accro à l'herbe, des cadavres qui envoient des textos… Un gros bazar quoi! Rating T pour le langage.",Face de book!,No specified pairings
6,53,14,2019-12-24,4.0,2019-12-24,17393,Witches-Britches,"HermioneG.,DracoM.",Romance/Drama,English,M,https://www.fanfiction.net/s/13459804/1/Ministry-Advances-To-Cobwebs-Coffee,"When the Ministry of Magic hosts a holiday party it's nearly expected their employees would throw back pixie shots, hold sexually charged bickering matches, and wake up right next to each other in the morning. Happy Holidays everyone, cheers to Dramione shippers, and may all your Yuletide wishes come true. witches-britches. For Aesthetics: @witches-britches on tumblr",Ministry Advances: To Cobwebs & Coffee,No specified pairings
1,67,22,2019-12-24,21.0,2019-12-24,4792,Wrong author,"HarryP.,LuciusM.,AlbusS.P.,JamesS.P.",Romance/Family,French,K,https://www.fanfiction.net/s/13459803/1/Chocolat-chaud-aux-guimauves,L'histoire de deux hommes qui trouvent le meilleur cadeau de Noël.,Chocolat chaud aux guimauves,No specified pairings
4,13,38,2019-12-24,4.0,2019-12-24,4782,starsareoverrated,"HermioneG.,SiriusB.",Romance/Drama,English,M,https://www.fanfiction.net/s/13459795/1/Conquer-His-Stars,"They are intertwined, briar and rose. For ever and all that comes after that. A story of a girl who learns all the different ways that she can love, and the man she loves first ... and last.",Conquer His Stars,"Hermione G., Sirius B."
1,243,62,2019-12-24,112.0,2019-12-24,15307,Wrong author,"HermioneG.,SeverusS.",Family/Humor,English,M,https://www.fanfiction.net/s/13459790/1/Otterly-Christmas-Karma,SSHG: Severus Snape receives a unique holiday gift that helps him change his life for the better. (AU) COMPLETE,Otterly Christmas Karma,"Hermione G., Severus S."
1,13,3,2019-12-24,1.0,2019-12-24,1972,Wrong author,"HarryP.,LunaL.",Romance/Friendship,English,K,https://www.fanfiction.net/s/13459787/1/Have-A-Very-Harry-Christmas-Liz,"A Christmas present for my best friend! An AU of the scene in OotP, but instead of spending the evening with Cho, Harry spends it with someone else.","Have A Very Harry Christmas, Liz",No specified pairings
1,10,10,2019-12-24,1.0,2019-12-24,2738,Wrong author,"HarryP.,HermioneG.,LunaL.,FredW.",Romance/Friendship,English,K+,https://www.fanfiction.net/s/13459783/1/The-Yule-Ball,What if... Harry didn't go to the Yule Ball with Parvati Patil?/Christmas Fluff and a bit of romance,The Yule Ball,No specified pairings
1,0,1,2019-12-24,1.0,2019-12-24,1655,Wrong author,"HarryP.,HermioneG.",Friendship,English,K,https://www.fanfiction.net/s/13459780/1/Waltzing-to-the-Heart-of-the-Matter,"Harry Potter doesn't dance. Unfortunately, McGonagall doesn't care about this detail, and so Harry turns to his best friend, Hermione, for assistance. But Harry has a secret, and it turns out that Hermione does too. Together, they waltz to the heart of the matter. A fluffy story about friendship and queer solidarity.",Waltzing to the Heart of the Matter,No specified pairings
1,10,3,2019-12-24,2.0,2019-12-24,2832,Wrong author,"DracoM.,HarryP.",Romance,French,K+,https://www.fanfiction.net/s/13459778/1/Le-Voyage,"OS/fluffy. Quand Harry et Draco se retrouvent à Rome, que Draco essaie de comprendre son environnement et qu'Harry lui prévoit la plus belle des surprises. Drarry déjà établi.",Le Voyage,"Draco M., Harry P."
1,4,0,2019-12-24,0.0,2019-12-24,912,DjinnAtwood,"MarvoloG.,MeropeG.,MorfinG.,TomR.Sr.",Drama/Tragedy,French,T,https://www.fanfiction.net/s/13459776/1/La-question-du-mal,"Techniquement, Merope sait que ce qu'elle projette de faire est mal. Mais c'est son rêve, et elle ferait tout pour l'avoir. Est-ce que c'est mal, ça ?",La question du mal,No specified pairings
1,15,3,2019-12-24,2.0,2019-12-24,1830,Wrong author,"HarryP.,DracoM.",Romance/Humor,Spanish,K,https://www.fanfiction.net/s/13459774/1/Besas-Horrible,¿Cuántas veces en una sola noche te puede tocar besar a tu peor enemigo bajo el muérdago?,Besas Horrible,No specified pairings
1,143,84,2019-12-24,22.0,2019-12-24,7319,Wrong author,"HarryP.,RabastanL.",Romance/Family,English,T,https://www.fanfiction.net/s/13459770/1/Written-Love-2,"Two years after the events of Written Love, we catch up with Harry and Rabastan and see what their life is like, and what choices they have made. Harry/Rabastan Slash",Written Love 2,No specified pairings
1,0,1,2019-12-24,0.0,2019-12-24,2976,Cae-Leigh Anne,Unspecified Characters,Fantasy,English,K+,https://www.fanfiction.net/s/13459753/1/Looking-in-Through-the-Window,This is a companion book to The Dreamer Book 1 and One of a Kind Book 2. It will be a series of one shots that happen between a time not long after the end of the war and before the next generation attends Hogwarts. It will look at a number of different characters mentioned throughout the two books.,Looking in Through the Window,No specified pairings
1,13,7,2019-12-24,2.0,2019-12-24,2672,Wrong author,"HarryP.,DracoM.",Romance,French,M,https://www.fanfiction.net/s/13459744/1/Retrouvailles-sous-le-Sapin,"Harry est invité à la dernière minute chez son ami Drago Malfoy, désormais marrié, mais au départ des invités ils ne sont plus qu'eux deux et la température va vite monter, même sans cheminée. Drarry Special Noël Lemon, Image d'illustration: /noctuam",Retrouvailles sous le Sapin,No specified pairings
1,4,1,2019-12-24,1.0,2019-12-24,1266,Wrong author,"HarryP.,HermioneG.",Romance,English,K,https://www.fanfiction.net/s/13459729/1/All-I-Want-for-Christmas-is-you,"Hermione falls asleep reading Charles Dicken's ""A Christmas Carol"" and dreams of what she wishes might be",All I Want for Christmas is you,No specified pairings
1,8,4,2019-12-24,2.0,2019-12-24,4042,Wrong author,"HarryP.,LuciusM.",Romance,English,M,https://www.fanfiction.net/s/13459727/1/Yule-alcohol-can-be-an-excuse,"Harry is forced to yet another event. Maybe it's the alcohol, maybe its how the moon shines but damn this was not how he expected it to go.",Yule alcohol can be an excuse,"Harry P., Lucius M."
4,117,156,2019-12-24,28.0,2019-12-24,6386,Isys Luna Skeeter,"Voldemort,HarryP.",Romance/Family,English,T,https://www.fanfiction.net/s/13459725/1/Mandatory-Soulbound,"Harry had always wanted someone there for him no matter what. The problem was, when he did found that it was possible, not everyone was in favour and tried to break them apart. (Underage - Harry's 15) (Mpreg)",Mandatory Soulbound,"Voldemort, Harry P."
1,27,10,2019-12-24,4.0,2019-12-24,14187,Wrong author,"HarryP.,Hedwig",Humor/Parody,French,T,https://www.fanfiction.net/s/13459694/1/Une-Hedwige-l%C3%A9g%C3%A8rement-acharn%C3%A9e,"Hedwige est une chouette très intelligente, nul n'oserait le nier! Et donc, que peut bien faire une chouette lorsqu'elle découvre les conditions de vie insatisfaisantes de son humain? Trouver un nouveau foyer est une priorité. Lui trouver une partenaire suit juste après. Après tout comment une chouette est-elle supposée avoir des oisillons si son humain n'a pas d'enfants lui-même?",Une Hedwige légèrement acharnée,No specified pairings
2,34,10,2019-12-24,7.0,2019-12-24,12702,everlovingdeer,"TomR.Jr.,OC",Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13459689/1/The-Best-of-Magic,"""Of course,"" Riddle obliged, watching as the matron moved on to visit someone one. Once we were alone again, Riddle demanded, ""How did you create a shield that keeps certain people out? Unless it's just me? You didn't use your wand or recite a spell of any sort."" I held my tongue and Riddle sighed. ""Despite how tight-lipped you are Miss Lovegood, you're a rather fascinating witch.""",The Best of Magic,"Tom R. Jr., OC"
3,48,94,2019-12-24,29.0,2019-12-24,6050,memepotter952504,"HarryP.,DracoM.",Drama/Romance,French,M,https://www.fanfiction.net/s/13459688/1/A-Brave-Slytherin-Secret-Santa,"Harry se faisait engueuler une fois encore par son oncle quand il entendit soudain un bruit étrange, comme celui d'un transplanage. Il sortit immédiatement sa baguette, faisant taire ainsi son oncle de frayeur et regarda par la fenêtre. Il vit Drago Malfoy dans le jardin. Et il était en mauvais état. Le serpentard s'effondra sur la pelouse inconscient. Résumé complet à l'intérieur",A Brave Slytherin (Secret Santa),"Harry P., Draco M."
1,1,1,2019-12-24,0.0,2019-12-24,2390,Kazo Sakamari,"SiriusB.,JamesP.",Unspecified Genre,English,M,https://www.fanfiction.net/s/13459686/1/The-Usual,"""So what happened this time?"" He asks, alluding to the bender Sirius had clearly gone on and Sirius catches his eyes before looking away, cheeks burning. ""Just the holidays, you know, the usual."" Sirius mutters.",The Usual,No specified pairings
3,329,453,2019-12-24,62.0,2019-12-24,10893,DZ2,"HarryP.,BellatrixL.",Supernatural/Horror,English,M,https://www.fanfiction.net/s/13459683/1/The-Dementor-s-Curse,"He risked everything for them, including his life and how do they repay him? By throwing him into Azkaban and leaving him to rot. Or so they think! For, in the darkness of the prison, something stirs with a gift for Harry that will make him so much more. Dark/Evil OP Harry/Bellatrix;",The Dementor's Curse,"Harry P., Bellatrix L."
1,88,24,2019-12-24,45.0,2019-12-24,26659,Wrong author,"HarryP.,DracoM.",Romance,French,M,https://www.fanfiction.net/s/13459679/1/Le-Portrait,"Il rêve, couché sur un parquet, dans les bras de sa mère, dessinée à la craie. Des câlins, il en voudrait tellement… mais il voudrait surtout que son papa ne soit plus triste. C'est son souhait le plus cher pour Noël.",Le Portrait,No specified pairings
2,3,5,2019-12-24,0.0,2019-12-24,11948,221bhannah,"JamesP.,LilyEvansP.,SeverusS.",Romance,English,T,https://www.fanfiction.net/s/13459678/1/Protego,"A Marauders Era fic. A story about two boys who tried to protect a girl, and a girl who tried to protect them both. But there was a war, and in war people get hurt.",Protego,No specified pairings
1,45,12,2019-12-24,11.0,2019-12-24,10978,Wrong author,"HarryP.,SeverusS.",Romance,French,T,https://www.fanfiction.net/s/13459675/1/Une-d%C3%A9claration-pour-No%C3%ABl,"Après une longue absence, Harry revient en Angleterre pour les fêtes de fin d'année, mais tout ne se passe pas comme il l'aurait voulu… (Snarry)",Une déclaration pour Noël,No specified pairings
1,2,1,2019-12-24,2.0,2019-12-24,3504,Wrong author,Unspecified Characters,Angst/Poetry,English,T,https://www.fanfiction.net/s/13459659/1/The-Prince-will-Fall-Tonight-Eng,The suicide of Severus Snape during his sixth or seventh year at Hogwarts. English version of my French fanfiction.,The Prince will Fall Tonight - Eng,No specified pairings
1,113,146,2019-12-24,13.0,2019-12-24,3298,Wrong author,"HarryP.,HermioneG.RonW.,SiriusB.",Friendship/Romance,English,M,https://www.fanfiction.net/s/13459644/1/Superman-II-The-Quest-for-Greatness,"Sequel to Superman: Two years after making his promise to Hermione, a dark revelation forces Harry to start honouring the promise. And if the world can't accept the real him, there's only one way he can go from here: up, up and away! Grey Powerful Harmony",Superman II: The Quest for Greatness,"Harry P., Hermione G."
